src_form,tgt_form,tgt_lang,meaning,sem_field,sem_cat,ID,Target_Form_ID,Target_Form_Row_ID,Target_WOLD_ID,Target_Language_ID_CLDF,Target_Glottocode,Source_Language,Source_Glottocode,Parameter_ID,Concepticon_ID,Concepticon_Gloss,Target_Borrowed,Target_Borrowed_Score,Borrowing_Comment,Borrowing_Source,label_loan,neg_type,pair_source,src_form_norm,tgt_form_norm,row_uid
tːʉ͡wʕɛ˥˩,tügele,Japanese,the boy,Kinship,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tːʉ͡wʕɛ˥˩,tügele,cognate_external_0005481
electric lamp,dentō,Japanese,the lamp or torch,The house,Noun,13157.0,Japanese-7-45-3,20511.0,21.0,21.0,nucl1643,English,stan1293,7-45,2131.0,TORCH OR LAMP,2. probably borrowed,0.75,,,1,positive,wold_positive,electric lamp,dentō,pos_0012606
жӱрöк,xɛmu,Saramaccan,the necklace,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,жӱрöк,xɛmu,noncognate_external_0006055
mɨ́r,sʉræx,Ceq Wong,the toilet,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mɨ́r,sʉræx,noncognate_external_0000708
abhaya,?aphay,Thai,to forgive,Emotions and values,Verb,20962.0,Thai-16-69-2,56411.0,23.0,23.0,thai1261,Sanskrit,sans1269,16-69,1528.0,FORGIVE,1. clearly borrowed,1.0,,,1,positive,wold_positive,abhaya,?aphay,pos_0019960
nevolja,nevoie,Romanian,the need or necessity,Cognition,Noun,12142.0,Romanian-17-45-1,44509.0,8.0,8.0,roma1327,Slavic,,17-45,643.0,NEED (NOUN),1. clearly borrowed,1.0,,,1,positive,wold_positive,nevolja,nevoie,pos_0011593
акшы͂лгы͂фты͂мс,tre,Vietnamese,the court,Law,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,акшы͂лгы͂фты͂мс,tre,noncognate_external_0007729
jurak,džürök,Dutch,to last,Time,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jurak,džürök,cognate_external_0002460
r'əwwəħ,āggwəħ,Tarifiyt Berber,to go or return home,Motion,Verb,5841.0,TarifiytBerber-10-58-1,2211.0,6.0,6.0,tari1263,Arabic (Moroccan),moro1292,10-58,142.0,RETURN HOME,1. clearly borrowed,1.0,,,1,positive,wold_positive,r'əwwəħ,āggwəħ,pos_0005560
ašolgavtoms,akʃikala,Thai,poor,Possession,Adjective,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ašolgavtoms,akʃikala,cognate_external_0004471
fiʕl,řəfʕəř,Tarifiyt Berber,the rape,Law,Noun,5762.0,TarifiytBerber-21-44-1,2833.0,6.0,6.0,tari1263,Arabic (Moroccan),moro1292,21-44,953.0,RAPE,1. clearly borrowed,1.0,,,1,positive,wold_positive,fiʕl,řəfʕəř,pos_0005484
akšəlgədəms,óscha,Romanian,the banyan,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšəlgədəms,óscha,cognate_external_0004909
ʨërɛ́,sürex,Japanese,the soul or spirit,Emotions and values,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ʨërɛ́,sürex,cognate_external_0000520
facilis,facil,Romanian,easy,Cognition,Adjective,15389.0,Romanian-17-46-2,44512.0,8.0,8.0,roma1327,Latin,,17-46,686.0,EASY,1. clearly borrowed,1.0,,,1,positive,wold_positive,facilis,facil,pos_0014728
krokodíl,krokadíl,Kildin Saami,the crocodile or alligator,Animals,Noun,4487.0,KildinSaami-3-97-1,26317.0,14.0,14.0,kild1236,Russian,russ1263,3-97,1857.0,CROCODILE,5. no evidence for borrowing,0.0,,,1,positive,wold_positive,krokodíl,krokadíl,pos_0004388
miskina-,miskinab,Bezhta,poor,Possession,Adjective,18757.0,Bezhta-11-52-1,3751.0,15.0,15.0,bezh1248,Avar,avar1256,11-52,1674.0,POOR,1. clearly borrowed,1.0,,,1,positive,wold_positive,miskina-,miskinab,pos_0017840
óša,ascha,Lower Sorbian,the workshop,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,óša,ascha,cognate_external_0009570
dscholo,чжéгеръ,Takia,innocent,Law,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,dscholo,чжéгеръ,noncognate_external_0005007
tʃjyrjekh,míntú,Gawwada,the motor,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tʃjyrjekh,míntú,noncognate_external_0002995
ʐʏrjek,ʨyrɛ́k,Kanuri,the workshop,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ʐʏrjek,ʨyrɛ́k,cognate_external_0007042
kítelked-ik,kítelkedinen,Selice Romani,to suspect,Cognition,Verb,917.0,SeliceRomani-17-44-1,49183.0,9.0,9.0,west2376,Hungarian,hung1274,17-44,1841.0,SUSPECT,1. clearly borrowed,1.0,,,1,positive,wold_positive,kítelked-ik,kítelkedinen,pos_0000904
qəħba,ŧaqəħƀəšŧ,Tarifiyt Berber,the prostitute,Social and political relations,Noun,5922.0,TarifiytBerber-19-72-1,2770.0,6.0,6.0,tari1263,Arabic (Moroccan),moro1292,19-72,1610.0,PROSTITUTE,1. clearly borrowed,1.0,,,1,positive,wold_positive,qəħba,ŧaqəħƀəšŧ,pos_0005636
trēs,куй,English,the knife(1),Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,trēs,куй,noncognate_external_0009633
*N-kʕrep,nqaim,White Hmong,narrow,Spatial relations,Adjective,7559.0,WhiteHmong-12-62-1,60767.0,25.0,25.0,hmon1333,Old Chinese,,12-62,1267.0,NARROW,1. clearly borrowed,1.0,,,1,positive,wold_positive,*N-kʕrep,nqaim,pos_0007193
soldado,soltaro,Zinacantán Tzotzil,the soldier,Warfare and hunting,Noun,6330.0,ZinacantanTzotzil-20-17-1,58164.0,33.0,33.0,tzot1259,Spanish,stan1288,20-17,1941.0,SOLDIER,1. clearly borrowed,1.0,,,1,positive,wold_positive,soldado,soltaro,pos_0006019
чирѐ,ɨrɑχ,Gurindji,the top,Spatial relations,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,чирѐ,ɨrɑχ,noncognate_external_0009846
ašolgadoms,a'šo,Dutch,the grandson,Kinship,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ašolgadoms,a'šo,cognate_external_0003980
ašna·za,măin,Tarifiyt Berber,the paper,Speech and language,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ašna·za,măin,noncognate_external_0010356
ᵻra:x,dschálo,Tarifiyt Berber,certain,Cognition,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ᵻra:x,dschálo,noncognate_external_0006324
о́шо,múrúi,Hausa,the boot,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,о́шо,múrúi,noncognate_external_0006524
auto,auto,Mapudungun,the car,Modern world,Noun,3516.0,Mapudungun-23-14-2,35572.0,41.0,41.0,mapu1245,Spanish,stan1288,23-14,1111.0,CAR,1. clearly borrowed,1.0,,,1,positive,wold_positive,auto,auto,pos_0003428
escroue,"sekrup, sekerup",Indonesian,the screw,Modern world,Noun,14468.0,Indonesian-23-55-1,18382.0,27.0,27.0,indo1316,Old French,,23-55,1802.0,SCREW,1. clearly borrowed,1.0,,,1,positive,wold_positive,escroue,"sekrup, sekerup",pos_0013809
àbór,àm,Indonesian,the tax,Possession,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,àbór,àm,noncognate_external_0001424
jɤ̈ɾɑqh,ɯrɑx,Dutch,the sweet potato,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jɤ̈ɾɑqh,ɯrɑx,cognate_external_0003566
dschálo,tóksche,Kanuri,the wheel,Motion,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,dschálo,tóksche,noncognate_external_0002013
mǖkǖ,*jürek,Indonesian,the glue,Basic actions and technology,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mǖkǖ,*jürek,noncognate_external_0002171
fastên,spóśiś se,Lower Sorbian,to fast,Religion and belief,Verb,18254.0,LowerSorbian-22-26-1,29161.0,10.0,10.0,lowe1385,Old High German,oldh1241,22-26,303.0,ABSTAIN FROM FOOD,2. probably borrowed,0.75,,,1,positive,wold_positive,fastên,spóśiś se,pos_0017347
tuɣɵni:,ˈtwuwɜ̞ː,Yaqui,Saturday,Time,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tuɣɵni:,ˈtwuwɜ̞ː,cognate_external_0005543
ыраххы,mölsü,Gurindji,heavy,Sense perception,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ыраххы,mölsü,noncognate_external_0007500
акша,loup,Romanian,male(1),Kinship,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,акша,loup,noncognate_external_0007833
tʃjyrekh,àp,Yaqui,the market,Possession,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tʃjyrekh,àp,noncognate_external_0006109
sürex,dschurak,Sakha,blind,The body,Adjective,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,sürex,dschurak,cognate_external_0001139
óša,oʂ̺ə,Zinacantán Tzotzil,the shovel,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,óša,oʂ̺ə,cognate_external_0010380
jəraq,ɯ̽rɑqh,Tarifiyt Berber,the animal,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jəraq,ɯ̽rɑqh,cognate_external_0008662
*jürek,jurjuk,Vietnamese,the boat,Motion,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,*jürek,jurjuk,cognate_external_0000480
йӧрӓк,jɘrjæk,Q'eqchi',the spring or well,The physical world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,йӧрӓк,jɘrjæk,cognate_external_0001912
battery,patri,Gawwada,the lamp or torch,The house,Noun,17608.0,Gawwada-7-45-1,8978.0,3.0,3.0,gaww1239,English,stan1293,7-45,2131.0,TORCH OR LAMP,1. clearly borrowed,1.0,,,1,positive,wold_positive,battery,patri,pos_0016748
ошéмямъ,akšə̑mə̑ms,Takia,the blanket,The house,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ошéмямъ,akšə̑mə̑ms,cognate_external_0010305
ɟɵˈʟɔ,сүрэх,Gurindji,calm,The physical world,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ɟɵˈʟɔ,сүрэх,noncognate_external_0002970
sūrya,suriyaa,Thai,the sun,The physical world,Noun,21103.0,Thai-1-52-3,54816.0,23.0,23.0,thai1261,Sanskrit,sans1269,1-52,1343.0,SUN,1. clearly borrowed,1.0,,,1,positive,wold_positive,sūrya,suriyaa,pos_0020101
чиря̀,ioрю̂къ,Iraqw,the wheat,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,чиря̀,ioрю̂къ,cognate_external_0000629
vassoura,basö́ö,Saramaccan,the broom,Basic actions and technology,Noun,4773.0,Saramaccan-9-38-1,47150.0,36.0,36.0,sara1340,Suriname Portuguese,,9-38,245.0,BROOM,1. clearly borrowed,1.0,,,1,positive,wold_positive,vassoura,basö́ö,pos_0004613
coat,kōto,Japanese,the coat,Clothing and grooming,Noun,2367.0,Japanese-6-43-2,20425.0,21.0,21.0,nucl1643,English,stan1293,6-43,603.0,COAT,1. clearly borrowed,1.0,,,1,positive,wold_positive,coat,kōto,pos_0002298
əráq,pemun,Mapudungun,the nail,Basic actions and technology,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,əráq,pemun,noncognate_external_0006684
akšo·,tʃjyrjekh,Imbabura Quechua,the sock or stocking,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,akšo·,tʃjyrjekh,noncognate_external_0000724
о́ша,aši͔ńe,Swahili,the horn or trumpet,Speech and language,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,о́ша,aši͔ńe,cognate_external_0009655
akʃa,tre,Romanian,the cave,The physical world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,akʃa,tre,noncognate_external_0005478
ʨërɛ́,чжéгеръ,Romanian,bald,The body,Adjective,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ʨërɛ́,чжéгеръ,cognate_external_0000570
ʔamāna,àmíinìi,Hausa,the friend,Social and political relations,Noun,11120.0,Hausa-19-51-2,12127.0,4.0,4.0,haus1257,Arabic,stan1318,19-51,1325.0,FRIEND,1. clearly borrowed,1.0,,,1,positive,wold_positive,ʔamāna,àmíinìi,pos_0010594
pied,πούς,Indonesian,the trousers,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,pied,πούς,cognate_external_0002940
mundštuk,müštük',Bezhta,the pipe,Agriculture and vegetation,Noun,19078.0,Bezhta-8-691-1,3584.0,15.0,15.0,bezh1248,Russian,russ1263,8-691,1124.0,PIPE,1. clearly borrowed,1.0,,,1,positive,wold_positive,mundštuk,müštük',pos_0018156
акшы͂лгы͂ды͂мс,akšaza,Otomi,the thatch,The house,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,акшы͂лгы͂ды͂мс,akšaza,cognate_external_0004760
mesa,mexa,Otomi,the table,The house,Noun,16762.0,Otomi-7-44-1,38990.0,35.0,35.0,mezq1235,Spanish,stan1288,7-44,1775.0,TABLE,1. clearly borrowed,1.0,,,1,positive,wold_positive,mesa,mexa,pos_0015963
tɐ̞wɐ̞ksɨ,чжéгеръ,Yaqui,to swear,Law,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tɐ̞wɐ̞ksɨ,чжéгеръ,noncognate_external_0004215
nada,nadă,Romanian,the bait,Warfare and hunting,Noun,12270.0,Romanian-20-56-2,44724.0,8.0,8.0,roma1327,Bulgarian,bulg1262,20-56,2013.0,BAIT,1. clearly borrowed,1.0,,,1,positive,wold_positive,nada,nadă,pos_0011720
újság,újšágo,Selice Romani,the newspaper,Modern world,Noun,1118.0,SeliceRomani-23-6-1,49473.0,9.0,9.0,west2376,Hungarian,hung1274,23-6,1298.0,NEWSPAPER,1. clearly borrowed,1.0,,,1,positive,wold_positive,újság,újšágo,pos_0001103
kódús,kódúši,Selice Romani,the beggar,Possession,Noun,722.0,SeliceRomani-11-53-1,48764.0,9.0,9.0,west2376,Hungarian,hung1274,11-53,1934.0,BEGGAR,1. clearly borrowed,1.0,,,1,positive,wold_positive,kódús,kódúši,pos_0000709
pannetje,panci (goréng),Indonesian,the pan,Food and drink,Noun,14538.0,Indonesian-5-28-2,16952.0,27.0,27.0,indo1316,Dutch,dutc1256,5-28,31.0,PAN,1. clearly borrowed,1.0,,,1,positive,wold_positive,pannetje,panci (goréng),pos_0013878
aeroplane,eropleni,Swahili,the airplane,Modern world,Noun,8480.0,Swahili-23-16-2,53347.0,1.0,1.0,swah1253,English,stan1293,23-16,1597.0,AIRPLANE,1. clearly borrowed,1.0,,,1,positive,wold_positive,aeroplane,eropleni,pos_0008095
ada,mùnkí,Thai,the disease,The body,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ada,mùnkí,noncognate_external_0004586
tːʉ͡wʕɛ˥˩,tuge,Hawaiian,the fool,Social and political relations,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tːʉ͡wʕɛ˥˩,tuge,cognate_external_0005506
tʃerekh,ʒʏrɵk,Ket,to love,Emotions and values,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tʃerekh,ʒʏrɵk,cognate_external_0001552
šāšiya,ŧšaššəšŧ,Tarifiyt Berber,the hat or cap,Clothing and grooming,Noun,13571.0,TarifiytBerber-6-55-1,1903.0,6.0,6.0,tari1263,Classical Arabic,,6-55,2130.0,HEADGEAR,1. clearly borrowed,1.0,,,1,positive,wold_positive,šāšiya,ŧšaššəšŧ,pos_0012988
mulher,mujë́ë,Saramaccan,female(1),Kinship,Adjective,4532.0,Saramaccan-2-24-1,46567.0,36.0,36.0,sara1340,Suriname Portuguese,,2-24,2260.0,FEMALE (OF PERSON),1. clearly borrowed,1.0,,,1,positive,wold_positive,mulher,mujë́ë,pos_0004426
qĭlì,kirei,Japanese,clean,Sense perception,Adjective,2099.0,Japanese-15-87-1,21266.0,21.0,21.0,nucl1643,Chinese,mand1415,15-87,704.0,CLEAN,1. clearly borrowed,1.0,,,1,positive,wold_positive,qĭlì,kirei,pos_0002051
joug,jìoga,Malagasy,the yoke,Motion,Noun,3107.0,Malagasy-10-78-1,30173.0,28.0,28.0,plat1254,French,stan1290,10-78,14.0,YOKE,1. clearly borrowed,1.0,,,1,positive,wold_positive,joug,jìoga,pos_0003020
xɛmu,àm,Gawwada,the chicken,Animals,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,xɛmu,àm,noncognate_external_0006740
ódalborda,ódalbordo,Selice Romani,the rib,The body,Noun,284.0,SeliceRomani-4-162-2,48071.0,9.0,9.0,west2376,Hungarian,hung1274,4-162,801.0,RIB,1. clearly borrowed,1.0,,,1,positive,wold_positive,ódalborda,ódalbordo,pos_0000277
hы́мäн,trys,English,the post/mail,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,hы́мäн,trys,noncognate_external_0003124
ājar,belajar,Indonesian,to learn,Cognition,Verb,9652.0,Indonesian-17-24-1,17997.0,27.0,27.0,indo1316,Old Javanese,,17-24,504.0,LEARN,2. probably borrowed,0.75,,,1,positive,wold_positive,ājar,belajar,pos_0009233
oʂ̺ə,ašu,Selice Romani,the witness,Law,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,oʂ̺ə,ašu,cognate_external_0009073
jeraq,múkátai,English,the doubt,Cognition,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,jeraq,múkátai,noncognate_external_0006575
tːʉ͡wʕɛ˥˩,àkî,English,ugly,Emotions and values,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tːʉ͡wʕɛ˥˩,àkî,noncognate_external_0009406
kɔtu,múrúi,Takia,the sugar,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,kɔtu,múrúi,noncognate_external_0006812
captif,captiv,Romanian,the captive or prisoner,Warfare and hunting,Noun,12264.0,Romanian-20-47-1,44709.0,8.0,8.0,roma1327,French,stan1290,20-47,1072.0,PRISONER,1. clearly borrowed,1.0,,,1,positive,wold_positive,captif,captiv,pos_0011714
akšana,акшы͂лгы͂ды͂мс,Vietnamese,yellow,Sense perception,Adjective,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšana,акшы͂лгы͂ды͂мс,cognate_external_0009974
akšə̑lgə̑ftə̑ms,trys,Thai,the ancestors,Kinship,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,akšə̑lgə̑ftə̑ms,trys,noncognate_external_0006203
limão,limau,Swahili,the citrus fruit,Agriculture and vegetation,Noun,8502.0,Swahili-8-83-2,52407.0,1.0,1.0,swah1253,Portuguese,port1283,8-83,1126.0,CITRUS FRUIT,1. clearly borrowed,1.0,,,1,positive,wold_positive,limão,limau,pos_0008116
xabü,ошо,Vietnamese,innocent,Law,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,xabü,ошо,noncognate_external_0001243
cyrek,jørek,Japanese,the telephone,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,cyrek,jørek,cognate_external_0007470
ɯrɑ:χ,uraχ,Takia,the nurse,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ɯrɑ:χ,uraχ,cognate_external_0008885
yuān jiā,yeeb ncuab,White Hmong,the enemy,Social and political relations,Noun,7680.0,WhiteHmong-19-52-1,61118.0,25.0,25.0,hmon1333,Chinese,mand1415,19-52,1358.0,ENEMY,1. clearly borrowed,1.0,,,1,positive,wold_positive,yuān jiā,yeeb ncuab,pos_0007299
kalse,kalse,Gawwada,the sock or stocking,Clothing and grooming,Noun,16151.0,Gawwada-6-49-1,8940.0,3.0,3.0,gaww1239,Amharic,amha1245,6-49,329.0,STOCKING,1. clearly borrowed,1.0,,,1,positive,wold_positive,kalse,kalse,pos_0015359
akša,akšə̑man,Bezhta,for a long time,Time,Function word,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akša,akšə̑man,cognate_external_0004799
kaúma,calm,English,calm,The physical world,Adjective,14678.0,English-1-322-1,6977.0,13.0,13.0,stan1293,Greek,mode1248,1-322,258.0,CALM,1. clearly borrowed,1.0,,,1,positive,wold_positive,kaúma,calm,pos_0014018
àbór,त्रि,Iraqw,the chair,The house,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,àbór,त्रि,noncognate_external_0003423
múkátai,aga,Selice Romani,the sibling-in-law,Kinship,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,múkátai,aga,noncognate_external_0000134
сүрэх,sürɛx,Japanese,to accuse,Law,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,сүрэх,sürɛx,cognate_external_0000858
puente,puentes,Yaqui,the bridge,Motion,Noun,7070.0,Yaqui-10-74-1,63573.0,32.0,32.0,yaqu1251,Spanish,stan1288,10-74,1011.0,BRIDGE,1. clearly borrowed,1.0,,,1,positive,wold_positive,puente,puentes,pos_0006756
bundel (Bündel),bundel,Lower Sorbian,the bunch,Food and drink,Noun,18117.0,LowerSorbian-5-712-1,28136.0,10.0,10.0,lowe1385,German,stan1295,5-712,1966.0,BUNCH,1. clearly borrowed,1.0,,,1,positive,wold_positive,bundel (Bündel),bundel,pos_0017217
screw,skru,Takia,the screw,Modern world,Noun,13019.0,Takia-23-55-1,54734.0,29.0,29.0,taki1248,English,stan1293,23-55,1802.0,SCREW,1. clearly borrowed,1.0,,,1,positive,wold_positive,screw,skru,pos_0012469
yapa,yapakaru,Gurindji,the baby,Kinship,Noun,19656.0,Gurindji-2-28-1,9707.0,31.0,31.0,guri1247,Walmajarri,walm1241,2-28,1289.0,BABY,2. probably borrowed,0.75,,,1,positive,wold_positive,yapa,yapakaru,pos_0018701
rembulan,rembulan,Indonesian,the moon,The physical world,Noun,9760.0,Indonesian-1-53-2,16453.0,27.0,27.0,indo1316,Javanese,java1254,1-53,1313.0,MOON,1. clearly borrowed,1.0,,,1,positive,wold_positive,rembulan,rembulan,pos_0009336
andi,andrìana,Malagasy,the noble,Social and political relations,Noun,3180.0,Malagasy-19-36-1,30716.0,28.0,28.0,plat1254,South Sulawesi,,19-36,482.0,NOBLE,2. probably borrowed,0.75,,,1,positive,wold_positive,andi,andrìana,pos_0003093
qorolay,qorolay,Bezhta,the widow,Kinship,Noun,18612.0,Bezhta-2-76-1,3078.0,15.0,15.0,bezh1248,Avar,avar1256,2-76,1756.0,WIDOW,1. clearly borrowed,1.0,,,1,positive,wold_positive,qorolay,qorolay,pos_0017697
limonsna,hk'anlimushno,Zinacantán Tzotzil,the beggar,Possession,Noun,6266.0,ZinacantanTzotzil-11-53-1,57747.0,33.0,33.0,tzot1259,Spanish,stan1288,11-53,1934.0,BEGGAR,5. no evidence for borrowing,0.0,,,1,positive,wold_positive,limonsna,hk'anlimushno,pos_0005955
fourchette,foròsety,Malagasy,the fork,Food and drink,Noun,3025.0,Malagasy-5-39-1,29788.0,28.0,28.0,plat1254,French,stan1290,5-39,1302.0,FORK,1. clearly borrowed,1.0,,,1,positive,wold_positive,fourchette,foròsety,pos_0002938
àbór,twujʊdu,English,the coin,Possession,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,àbór,twujʊdu,noncognate_external_0006126
akša·,akšo·,Gawwada,the spider web,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akša·,akšo·,cognate_external_0010159
туhу,þrír,Indonesian,the swamp,The physical world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,туhу,þrír,noncognate_external_0010412
iю́ряхъ,чире́,Takia,the scale,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,iю́ряхъ,чире́,cognate_external_0006104
sʉræx,φράτηρ,Romanian,the soap,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,sʉræx,φράτηρ,noncognate_external_0005635
cock,kok,Takia,the tap/faucet,Modern world,Noun,13003.0,Takia-23-5-1,54729.0,29.0,29.0,taki1248,English,stan1293,23-5,1488.0,FAUCET,1. clearly borrowed,1.0,,,1,positive,wold_positive,cock,kok,pos_0012453
юряк,jurjuk,Selice Romani,the glue,Basic actions and technology,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,юряк,jurjuk,cognate_external_0001738
tabassama (V),-tabasamu,Swahili,to smile,Emotions and values,Verb,8313.0,Swahili-16-251-1,52992.0,1.0,1.0,swah1253,Arabic,stan1318,16-251,1451.0,SMILE,1. clearly borrowed,1.0,,,1,positive,wold_positive,tabassama (V),-tabasamu,pos_0007929
ʨyrɛ́k,сүрэх,Kildin Saami,the fault,Emotions and values,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ʨyrɛ́k,сүрэх,cognate_external_0006274
ašo,akšə̑·lgə̑ftə̑ms,Saramaccan,eleven,Quantity,Function word,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ašo,akšə̑·lgə̑ftə̑ms,cognate_external_0003928
zuìhòu,saigo,Japanese,last,Quantity,Function word,2075.0,Japanese-13-35-1,21101.0,21.0,21.0,nucl1643,Chinese,mand1415,13-35,1529.0,LAST (FINAL),1. clearly borrowed,1.0,,,1,positive,wold_positive,zuìhòu,saigo,pos_0002028
mǖre,xɛmu,Indonesian,the kettle,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mǖre,xɛmu,noncognate_external_0001470
ada,džürök,Kildin Saami,the spear,Warfare and hunting,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ada,džürök,noncognate_external_0001348
óša,akšə̑·lgə̑ftə̑ms,Yaqui,the table,The house,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,óša,akšə̑·lgə̑ftə̑ms,cognate_external_0009851
ašnazi͔ńe,акшы͂лгы͂фты͂мс,Selice Romani,the petroleum,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ašnazi͔ńe,акшы͂лгы͂фты͂мс,cognate_external_0003713
óstrakon,"astrih, estrih",Old High German,the floor,The house,Noun,15147.0,OldHighGerman-7-26-1,36117.0,11.0,11.0,oldh1241,Greek,mode1248,7-26,1632.0,FLOOR,1. clearly borrowed,1.0,,,1,positive,wold_positive,óstrakon,"astrih, estrih",pos_0014486
jørek,mǖkǖ,Archi,the merchant,Possession,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,jørek,mǖkǖ,noncognate_external_0010304
perije,perie,Romanian,the brush,Clothing and grooming,Noun,11701.0,Romanian-6-92-1,43530.0,8.0,8.0,roma1327,Slavic,,6-92,1821.0,BRUSH,1. clearly borrowed,1.0,,,1,positive,wold_positive,perije,perie,pos_0011153
kɵj,ɟɵˈʟɔ,Kali'na,the board,The house,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,kɵj,ɟɵˈʟɔ,noncognate_external_0007432
